Filename	Tokens	AWL	TTR	#	$	''	,	-LRB-	-RRB-	.	:	AMP	ANDC	CAUS	CC	CD	CONC	COND	CONJ	DEMO	DEMP	DPAR	DT	DWNT	EMPH	EX	FPP1	FW	GER	HDG	IN	INPR	JJ	LS	NEMD	NN	NOMZ	OSUB	PDT	PHC	PIN	PIT	PLACE	POMD	POS	PRED	PRMD	PRP	QUAN	QUPR	RB	RP	SPP2	SYM	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	UH	VB	VBD	VBG	VBN	VPRT	WDT	WP	WPS	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	``	
HOC-DT	1532	4.36	223	0	0	0.20	3.26	0.13	0.13	5.35	0.39	0.46	0.72	0.33	2.09	0.59	0	0.78	0.33	1.04	0.72	0.07	7.64	0.26	1.17	0.26	5.87	0	0.33	0.07	1.24	0.26	5.74	0	0.20	20.37	1.57	0.52	0	0.65	10.51	0.52	0.33	0.46	0.39	1.31	1.37	0	0.91	0.33	3.72	0.20	0.26	0	0.39	0.07	0.20	0.59	1.70	0.13	1.89	0.33	0.20	4.11	2.28	2.15	2.61	7.83	0.07	1.11	0	0.98	2.48	0.07	0.98	1.04	0	0.91	0.07	0.13	2.28	0.26	0.20	0.07	0	0.46	0.07	0.26	0.20	0.13	0.20	0	0	0.33	0	0.33	0.26	
HOC-DU	729	4.59	224	0	0	0	0.82	0	0	5.90	0	0.55	0	0.14	2.06	0.69	0	0.82	0.27	1.23	0.41	0	9.33	0.27	0.55	0.27	2.06	0	0	0	1.23	0.14	6.58	0	0.14	22.91	2.33	0.14	0	0.96	11.80	1.37	0.55	0.82	0.27	0.82	1.23	0	0.96	0	3.16	0.14	0.14	0	0.27	0.14	0.41	0.41	1.78	0	3.98	0	0	4.80	1.65	1.92	1.78	7.00	0	0.55	0	0.96	2.19	0	0.69	0.55	0	0.82	0	0	2.06	0.41	0.41	0	0	0.55	0	0	0.27	0.27	0.14	0	0	0.27	0.14	0.55	0.14	
HOC-DV	7359	4.47	212	0	0	0.19	2.73	0.07	0.07	6.29	0.20	0.34	0.48	0.14	2.16	0.53	0.04	0.49	0.18	1.43	1.21	0.10	8.09	0.43	0.99	0.19	3.94	0	0.38	0.04	1.36	0.18	5.61	0	0.60	20.38	2.28	0.15	0	0.94	8.86	1.36	0.33	0.79	0.27	1.05	1.22	0	1.30	0.29	2.81	0.12	0.54	0	0.46	0.10	0.57	0.52	2.36	0.18	2.01	0.08	0.01	6.01	1.52	1.90	2.58	7.66	0.22	0.88	0	1.47	2.35	0.23	0.77	0.91	0.01	1.13	0.03	0.04	2.00	0.24	0.52	0.05	0.14	0.71	0	0.04	0.19	0.49	0.16	0.03	0.05	0.18	0.01	0.33	0.20	
HOC-DW	5435	4.43	222	0	0	0.17	2.82	0.09	0.09	5.57	0.17	0.35	0.37	0.15	2.87	0.46	0.04	0.81	0.18	1.34	0.70	0	7.80	0.29	0.72	0.48	3.39	0	0.20	0.11	1.45	0.13	5.56	0	0.74	19.76	2.08	0.18	0	0.74	7.95	1.56	0.46	0.96	0.42	1.38	1.29	0	1.36	0.42	3.55	0.24	0.13	0	0.33	0.15	0.66	0.42	2.04	0.29	3.15	0.20	0.04	6.13	1.67	1.58	3.00	7.49	0.20	0.81	0.02	1.49	2.50	0.13	0.90	1.47	0	0.88	0.06	0.06	2.85	0.20	0.53	0.04	0.07	0.75	0.02	0.06	0.35	0.50	0.11	0	0.09	0.29	0.11	0.24	0.17	
HOC-DX	1969	4.32	221	0.15	0	0.51	2.69	0.15	0.15	6.15	0.30	0.30	0.30	0.36	1.88	1.22	0.15	0.71	0.15	0.61	0.56	0	7.52	0.30	1.22	0.25	4.57	0	0.51	0.05	1.17	0.15	5.69	0	0.36	19.20	1.12	0.25	0	0.51	8.94	1.57	0.56	0.56	0.30	0.91	0.41	0	0.96	0.20	5.49	0.36	2.03	0	0.20	0	0.15	0.15	2.13	0.20	1.88	0.56	0.05	4.57	1.52	3.45	1.88	9.50	0.15	0.86	0	1.37	2.03	0.05	1.68	0.86	0	0.30	0	0.10	1.78	0.25	0.61	0.05	0.05	0.61	0	0.30	0.71	0.30	0.05	0.05	0.10	0.51	0.10	0.30	0.51	
HOC-DY	7129	4.48	223	0	0	0.41	2.85	0.10	0.10	5.62	0.25	0.22	0.43	0.13	2.19	0.49	0.04	0.55	0.21	1.02	0.84	0.04	8.12	0.31	0.84	0.29	2.97	0	0.32	0.03	1.57	0.13	6.55	0	0.42	20.10	2.88	0.20	0	1.05	8.92	2.01	0.46	0.83	0.53	0.90	1.32	0.01	1.16	0.27	3.90	0.17	0.34	0	0.25	0.15	0.35	0.48	2.52	0.15	2.06	0.22	0.10	6.06	1.16	2.09	2.47	7.25	0.13	0.70	0	1.22	2.30	0.13	0.91	1.00	0.03	0.87	0.06	0.04	1.78	0.22	0.45	0.06	0.15	0.65	0.03	0.13	0.28	0.38	0.04	0	0.15	0.13	0.08	0.45	0.41	
HOC-DZ	6033	4.49	217	0	0	0.30	2.85	0.23	0.23	5.92	0.53	0.17	0.48	0.07	2.24	0.60	0.08	0.65	0.23	1.18	0.85	0.03	8.92	0.60	0.70	0.33	3.10	0.05	0.20	0.10	1.34	0.10	6.08	0	0.88	20.35	2.54	0.20	0	0.71	8.93	1.41	0.22	0.65	0.36	0.76	1.51	0	1.06	0.30	3.66	0.17	0.53	0	0.35	0.05	0.36	0.41	2.62	0.18	1.89	0.15	0.03	7.06	0.98	1.99	2.20	6.96	0.07	0.73	0.02	1.87	2.19	0.08	0.98	0.90	0.02	0.60	0.05	0.17	1.69	0.23	0.22	0.02	0.05	0.70	0.02	0.20	0.17	0.31	0.12	0.02	0.17	0.18	0.08	0.27	0.30	
HOC-EA	5390	4.32	218	0.04	0	0.11	2.47	0.06	0.06	5.79	0.32	0.22	0.24	0.32	2.08	1.13	0.09	0.33	0.35	1.24	0.59	0.02	6.35	0.30	1.00	0.24	7.01	0	0.30	0.04	1.60	0.07	5.01	0.02	0.28	19.65	1.91	0.15	0	0.67	10.89	0.91	0.22	0.45	0.19	0.96	1.17	0.04	1.06	0.22	3.99	0.13	0.22	0	0.24	0.06	0.52	0.89	2.60	0.11	1.21	0.11	0.07	5.16	3.02	3.14	2.99	6.36	0.09	0.43	0	1.28	2.17	0.11	1.17	0.95	0	1.37	0	0.17	1.80	0.09	0.39	0.06	0.06	0.67	0.02	0.13	0.33	0.35	0.06	0.02	0.06	0.13	0.07	0.30	0.11	
HOC-EB	1561	4.20	229	0	0	0.83	5.00	0.32	0.32	5.45	0.77	0.19	0.51	0.19	1.41	0.51	0.06	0.26	0.19	0.70	0.45	0	9.29	0.45	0.77	0	5.38	0	1.02	0	1.35	0.13	7.56	0	0.19	23.00	0.96	0.26	0	0.96	9.03	2.05	0.38	0.58	1.15	0.26	0.32	0.06	1.28	0.51	3.40	0.26	0.58	0	0.32	0.13	0.19	0.51	1.47	0.19	2.56	0.58	0.06	3.20	3.07	1.41	2.31	6.98	0.32	0.83	0	1.15	3.01	0	1.86	0.58	0.19	0.70	0	0.19	1.99	0	0.83	0.26	0.13	0.32	0.06	0.06	0.06	0.51	0.19	0	0.06	0.26	0.13	0.13	0.83	
HOC-EC	3676	4.25	208	0	0	0.68	2.83	0.08	0.16	5.52	0.60	0.41	0.41	0.05	1.82	0.60	0.05	1.01	0.24	1.55	1.22	0.05	9.87	0.41	0.92	0.11	2.58	0.03	0.46	0.11	1.58	0.11	6.86	0.05	0.68	17.08	1.66	0.14	0.08	0.52	8.38	1.88	0.16	0.90	0.76	0.71	1.80	0	1.33	0.22	3.97	0.08	0.65	0	0.30	0.14	0.44	0.27	2.64	0.22	1.88	0.16	0.16	7.02	1.09	2.23	3.26	6.50	0.35	0.60	0	1.69	2.45	0.03	0.76	2.20	0.03	0.46	0.05	0.16	1.66	0.19	0.60	0	0.03	0.54	0.03	0.03	0.60	0.38	0.08	0	0.11	0.35	0.11	0.30	0.76	
HOC-ED	1631	4.75	212	0	0	0.37	2.45	0.12	0.12	5.33	0.43	0.25	0.31	0.06	1.96	0.67	0.18	0.67	0.43	0.43	0.25	0	8.89	0.18	0.55	0.12	1.16	0.06	0.25	0.06	1.72	0.12	8.58	0	0.61	20.17	3.49	0.31	0.12	0.61	8.89	3.13	0.18	0.86	0.43	0.74	1.16	0	1.47	0.12	4.29	0.18	0.49	0	0	0.12	0.67	0.61	2.64	0.18	2.58	0.25	0.12	6.44	0.98	1.41	1.96	6.07	0.25	0.25	0	1.41	2.27	0.12	0.61	0.67	0	0.86	0	0	1.53	0.12	0.49	0.06	0	0.49	0	0	0.43	0.37	0	0	0.25	0.06	0	0.12	0.31	
HOC-EE	5337	4.51	226	0.02	0	0.64	3.24	0.41	0.45	5.21	0.79	0.24	0.62	0.32	1.91	0.88	0.06	0.52	0.28	0.92	0.37	0.07	8.81	0.24	0.96	0.37	3.22	0.07	0.17	0.06	1.57	0.30	6.50	0.07	0.22	19.39	2.64	0.15	0	0.79	8.66	1.16	0.26	0.77	0.24	0.94	0.92	0.04	1.80	0.47	3.82	0.28	0.99	0.04	0.54	0.02	0.43	0.41	2.36	0.32	1.67	0.26	0	5.90	2.55	1.71	1.95	6.73	0.21	0.97	0	1.93	2.00	0.11	1.95	0.60	0.02	0.52	0.02	0.09	1.61	0.24	0.58	0.06	0.15	0.36	0.02	0.15	1.52	0.30	0.15	0.06	0.07	0.56	0.04	0.21	0.66	
HOC-EF	4985	4.25	233	0	0	0.44	3.39	0.08	0.16	5.64	0.44	0.16	0.48	0.10	2.35	0.68	0.06	0.30	0.16	1.02	0.66	0.12	7.62	0.32	0.86	0.34	6.14	0.02	0.42	0.02	1.64	0.06	6.86	0.06	0.28	18.74	1.48	0.26	0.02	0.62	10.19	1.28	0.38	0.62	0.18	0.88	1.22	0	1.40	0.30	4.81	0.20	0.34	0	0.16	0.08	0.48	0.48	2.01	0.28	0.98	0.16	0.06	5.18	1.79	2.49	2.57	7.52	0.12	0.66	0	1.26	1.87	0.14	1.18	0.76	0.02	1.10	0.04	0.14	2.11	0.14	0.26	0.04	0.26	0.80	0.02	0.12	0.42	0.58	0.06	0.02	0.14	0.08	0.12	0.52	0.44	
HOC-EG	2282	4.41	197	0	0.04	0.04	3.42	0.09	0.09	4.95	0.35	0.13	0.48	0.18	1.45	0.79	0.13	0.35	0.22	0.83	1.27	0.04	12.14	0.18	0.88	0.18	1.84	0.04	0.66	0.13	1.53	0.04	6.09	0	1.71	20.25	1.49	0.09	0	0.61	9.20	1.71	0.22	0.83	0.26	0.96	2.32	0	0.96	0.26	2.41	0.35	0.22	0	0.13	0.13	0.26	0.35	2.50	0.26	2.19	0.31	0	8.06	1.58	1.49	2.85	4.12	0.13	1.01	0	1.18	2.32	0.09	0.57	1.62	0	0.53	0	0.26	2.23	0	0.18	0	0.09	0.48	0.04	0.09	0.22	0.57	0.04	0	0	0.26	0.13	0.09	0.09	
HOC-EH	9258	4.58	206	0	0.02	0.55	3.61	0.21	0.21	5.38	0.26	0.09	0.66	0.18	1.93	1.04	0.09	0.52	0.28	0.95	0.44	0.05	9.26	0.32	0.81	0.60	1.90	0.03	0.19	0.06	1.70	0.09	6.21	0	0.70	22.07	2.16	0.32	0.02	1.03	9.87	1.49	0.27	0.80	0.37	0.78	1.06	0.01	1.34	0.21	3.50	0.19	0.41	0.01	0.50	0.09	0.45	0.38	2.21	0.11	1.97	0.14	0.04	5.84	1.47	2.12	2.20	6.48	0.22	0.57	0.04	1.06	1.85	0.06	0.51	0.92	0.04	0.69	0.06	0.12	1.83	0.17	0.49	0.10	0.12	0.54	0.01	0.04	0.40	0.31	0.13	0.01	0.23	0.16	0.15	0.31	0.58	
HOC-EI	6559	4.59	219	0	0	0.34	3.54	0.08	0.08	5.69	0.32	0.14	0.61	0.06	2.35	0.41	0.02	0.41	0.24	1.23	0.96	0.03	8.58	0.50	0.99	0.21	3.34	0	0.20	0.03	1.34	0.15	6.48	0	0.90	19.93	2.77	0.14	0	1.08	9.56	1.36	0.35	0.53	0.41	1.49	1.42	0.03	1.16	0.18	3.08	0.15	0.14	0	0.46	0.09	0.29	0.35	2.36	0.21	1.72	0.35	0.08	6.13	0.93	2.32	2.73	7.04	0.20	0.64	0	1.27	2.68	0.17	0.37	1.27	0.03	0.53	0.06	0.09	1.63	0.17	0.47	0.06	0.08	0.50	0.03	0.08	0.27	0.32	0.05	0	0.11	0.17	0.12	0.27	0.35	
HOC-EJ	2150	4.49	213	0	0	0.23	2.74	0.09	0.09	5.49	0.28	0.33	0.28	0.09	2.37	0.79	0.14	0.42	0.47	1.26	0.42	0.14	8.51	0.14	1.12	0.33	4.47	0	1.12	0	1.49	0	6.60	0	0.37	19.40	1.35	0.28	0	0.98	9.58	1.26	0.23	0.84	0.42	0.98	1.44	0	1.12	0.28	3.95	0.33	0.42	0	0.09	0.14	0.05	0.60	1.81	0.33	0.98	0.33	0	5.91	1.07	3.07	2.37	7.30	0.05	0.42	0	1.53	2.42	0.09	0.65	0.74	0	1.30	0.09	0.09	1.07	0.09	0.28	0	0.09	1.07	0	0.28	0.09	0.33	0	0	0.14	0.14	0.09	0.42	0.28	
HOC-EK	6328	4.57	254	0	0	0.65	3.51	0.11	0.11	5.58	0.47	0.19	0.71	0.08	1.88	0.60	0.06	0.19	0.14	0.88	0.55	0.03	8.69	0.24	1.19	0.33	3.62	0.03	0.52	0.05	1.60	0.11	6.56	0	0.33	21.00	2.37	0.21	0	1.30	9.53	1.45	0.24	0.52	0.38	0.92	0.54	0.03	1.58	0.32	3.52	0.28	0.25	0	0.32	0.13	0.28	0.41	2.12	0.17	1.37	0.22	0.05	4.42	2.01	2.58	2.97	7.49	0.27	1.19	0	1.19	1.90	0.16	0.90	0.98	0.02	1.15	0.03	0.13	2.04	0.11	0.52	0.11	0.16	0.43	0.03	0.05	0.17	0.28	0.11	0.02	0.19	0.25	0.11	0.44	0.63	
HOC-EL	2139	4.59	217	0	0	0.05	2.20	0.09	0.09	5.94	0.09	0.14	0.23	0	1.96	0.42	0	0.84	0.33	0.37	0.61	0	9.72	0.33	0.84	0.19	2.43	0	0.47	0.05	0.79	0	5.52	0	0.84	21.22	1.92	0.19	0	0.51	9.40	1.08	0.37	0.84	0.14	1.17	2.06	0.09	1.50	0.23	4.02	0.05	0.19	0.05	0.33	0.14	0.23	0.09	2.62	0.14	2.15	0.33	0.09	7.15	0.70	2.81	3.60	5.98	0.23	0.37	0	1.68	2.90	0	0.70	1.31	0.09	0.70	0.09	0.14	1.50	0.19	0.47	0	0	0.89	0.09	0	0.42	0.47	0	0	0.05	0.23	0.37	0.75	0.05	
HOC-EM	3383	4.62	216	0	0.03	0.18	1.86	0.03	0.03	5.68	0.30	0.30	0.15	0	1.98	0.56	0.03	0.59	0.12	1.60	0.59	0.15	8.54	0.35	0.62	0.27	2.78	0.03	0.59	0.03	1.57	0.09	7.12	0	0.71	21.28	2.13	0.21	0	0.98	9.19	1.74	0.18	0.77	0.53	1.12	1.33	0	1.45	0.21	3.46	0.15	0.18	0	0.24	0.15	0.74	0.35	2.31	0.24	1.98	0.47	0	5.91	0.92	2.34	2.22	7.30	0.09	0.41	0	1.06	2.36	0.03	0.65	0.95	0	0.68	0	0.24	1.77	0.15	0.30	0.03	0.06	0.65	0.06	0.18	0.47	0.27	0.21	0	0.06	0.15	0.27	0.18	0.18	
HOC-EN	6575	4.62	224	0	0	0.29	3.06	0.23	0.23	5.49	0.33	0.27	0.40	0.02	2.24	0.56	0.02	0.58	0.26	1.20	0.50	0.05	8.12	0.32	1.05	0.30	3.42	0.08	0.27	0.03	1.84	0.14	7.35	0	0.65	20.82	2.31	0.11	0.05	0.76	9.78	1.26	0.35	0.87	0.32	1.20	1.00	0	1.43	0.20	3.16	0.20	0.56	0	0.21	0.14	0.43	0.44	2.14	0.27	1.60	0.18	0.02	5.92	0.91	2.37	2.46	6.89	0.21	0.55	0	1.34	2.77	0.12	0.91	0.97	0.02	0.81	0.02	0.15	1.32	0.23	0.43	0.14	0.14	0.56	0.06	0.08	0.30	0.29	0.03	0	0.09	0.15	0.12	0.33	0.30	
HOC-EO	2031	4.58	213	0	0	0.15	2.36	0.15	0.15	6.30	0.44	0.15	0.34	0.15	2.26	1.33	0.05	0.44	0.15	1.38	0.59	0.10	9.80	0.30	0.69	0.34	3.30	0.05	0.25	0.05	1.33	0.10	6.30	0	1.13	22.65	1.92	0.05	0	1.23	8.86	1.48	0.84	1.03	0.25	0.74	0.74	0	0.74	0.30	2.86	0.20	0.49	0	0.30	0.05	0.20	0.39	2.36	0.30	1.77	0.25	0	6.89	1.33	1.67	1.82	6.01	0	0.30	0	1.33	1.92	0.05	0.54	0.69	0	0.59	0	0.10	1.38	0.15	0.15	0	0.05	0.64	0	0.10	0.34	0.34	0.05	0	0.10	0.10	0.10	0.05	0.20	
HOC-EP	6512	4.53	230	0	0	0.41	3.09	0.14	0.14	5.84	0.54	0.34	0.32	0.15	2.44	0.55	0.05	0.52	0.23	1.41	0.81	0.05	7.86	0.49	0.89	0.28	4.04	0	0.28	0.06	1.44	0.06	6.37	0	0.68	19.75	2.46	0.09	0.02	0.81	9.71	1.26	0.35	0.71	0.32	0.97	1.24	0.02	1.40	0.34	3.53	0.15	0.34	0	0.37	0.06	0.40	0.31	2.35	0.21	1.75	0.26	0.03	6.39	1.23	1.86	2.26	7.00	0.12	1.12	0	1.66	2.07	0.14	0.95	1.03	0	0.71	0.03	0.05	1.69	0.23	0.41	0.03	0.15	0.64	0	0.12	0.31	0.23	0.14	0	0.20	0.35	0.09	0.26	0.35	
HOC-EQ	2792	4.35	206	0	0	0.32	4.01	0.18	0.18	5.73	0.68	0.61	0.54	0.21	2.72	0.39	0.11	0.32	0.29	0.86	0.90	0.07	8.63	0.29	0.86	0.11	5.37	0	0.11	0.04	1.33	0.18	5.34	0	0.43	20.16	1.79	0.04	0	0.97	9.35	1.40	0.29	0.47	0.54	1.22	1.00	0	1.22	0.21	3.19	0.18	0.79	0	0.29	0.21	0.57	0.32	1.58	0.07	3.26	0.11	0.07	4.30	3.80	1.86	2.15	6.88	0.25	0.75	0.07	1.33	2.97	0.18	0.64	0.54	0.04	0.82	0.04	0	2.18	0.29	0.90	0.04	0.11	0.57	0	0.11	0.25	0.72	0.18	0.07	0.18	0.18	0.11	0.18	0.43	
HOC-ER	3975	4.53	243	0	0	0.20	3.47	0.10	0.10	5.13	0.50	0.38	0.53	0.13	2.31	0.38	0.13	0.13	0.28	1.08	0.50	0.05	8.83	0.45	0.81	0.40	3.97	0	0.45	0.03	1.79	0.10	6.34	0	0.30	20.45	1.66	0.28	0.03	1.01	9.94	1.43	0.30	0.55	0.35	1.06	0.30	0.05	1.66	0.23	3.32	0.15	0.28	0	0.20	0.10	0.81	0.45	2.06	0.13	1.76	0.18	0.08	4.23	3.27	2.39	3.75	6.26	0.18	0.75	0	1.13	1.79	0.10	0.58	1.41	0.03	1.79	0	0.13	2.31	0.20	0.75	0.10	0.38	0.50	0	0.03	0.25	0.33	0.13	0.03	0.10	0.13	0.13	0.45	0.25	
HOC-ES	1539	4.59	223	0	0	0.19	2.66	0.19	0.19	5.46	0.45	0.39	0.32	0.19	1.62	0.71	0	0.26	0.26	1.17	0.45	0.13	10.14	0.39	0.97	0.32	1.95	0	0.26	0.06	1.49	0.06	6.17	0	1.10	22.03	3.18	0.13	0	0.78	9.36	1.30	0.06	0.58	0.65	1.49	1.04	0	1.49	0.45	3.90	0.13	0.32	0	0.45	0.39	0.32	0.78	2.14	0	2.27	0	0	5.20	1.43	1.30	2.60	6.11	0.19	1.10	0	0.84	3.05	0.06	0.71	0.91	0	1.17	0	0	1.75	0.26	0.65	0	0.19	0.58	0	0.06	0.19	0.39	0.13	0	0.19	0.45	0.06	0.13	0.19	
HOC-ET	851	4.37	217	0	0	0.24	2.82	0	0	7.17	0.47	0.94	0.47	0.12	1.65	0.71	0	1.06	0.35	1.53	0.82	0.12	8.46	0.12	0.82	0	2.23	0	0.24	0	1.29	0	3.64	0	1.18	20.56	1.41	0	0	0.71	8.34	1.53	0.59	0.71	0.35	1.41	1.18	0	0.47	0.94	3.76	0	0.24	0	0	0	0.47	0.24	1.41	0.59	2.82	0	0	5.99	5.29	1.29	4.00	6.11	0.35	1.88	0	1.88	3.06	0	0.94	2.00	0	1.76	0.24	0	2.23	0.24	0.35	0	0	0.35	0	0.12	0.12	0.59	0.24	0.12	0.24	0.35	0	0.12	0.24	
HOC-EU	3472	4.33	219	0	0	0.17	3.40	0.14	0.14	5.50	0.43	0.17	0.43	0.20	2.36	0.75	0.20	0.58	0.32	1.21	0.32	0.06	6.08	0.40	0.92	0.26	6.94	0.03	0.35	0.06	1.64	0.03	5.56	0	0.14	18.32	1.99	0.17	0	0.69	10.34	0.95	0.32	0.52	0.29	1.09	1.44	0	1.38	0.29	4.95	0.23	0.29	0	0.29	0	0.32	0.78	2.62	0.06	0.92	0.12	0.03	5.33	2.36	3.40	3.11	6.68	0.17	0.49	0	1.12	2.30	0.06	1.24	1.07	0	1.21	0.03	0.06	1.73	0.14	0.29	0.03	0	0.75	0	0.17	0.29	0.35	0.06	0	0	0.17	0.09	0.29	0.17	
HOC-EV	6795	4.35	208	0.01	0	0.21	3.21	0.06	0.06	5.65	0.41	0.26	0.53	0.13	2.24	1.04	0.04	0.28	0.26	1.60	0.69	0.07	7.84	0.25	0.96	0.26	5.67	0.03	0.43	0.06	1.35	0.15	5.95	0	0.53	19.25	1.85	0.07	0.01	1.21	9.96	0.79	0.21	0.57	0.31	0.81	1.00	0	1.47	0.25	3.78	0.19	0.41	0	0.22	0.09	0.40	0.56	2.44	0.15	1.68	0.21	0.03	5.77	2.03	1.66	2.56	7.01	0.18	1.02	0	1.22	2.37	0.15	0.68	0.81	0	1.07	0.04	0.01	2.05	0.15	0.38	0.03	0.07	0.60	0.01	0.12	0.32	0.35	0.21	0.03	0.22	0.34	0.04	0.24	0.29	
HOC-EW	2695	4.60	207	0	0	0.26	2.45	0.22	0.22	4.71	0.56	0.26	0.33	0.04	2.34	0.48	0.07	0.37	0.15	1.52	0.59	0.04	8.79	0.26	0.67	0.26	3.49	0	0.41	0.11	1.41	0.04	6.57	0	1.48	20.89	2.34	0.15	0	1.00	10.39	1.34	0.26	0.48	0.41	0.96	1.41	0	1.11	0.15	3.45	0.22	0.04	0	0.19	0.04	0.30	0.19	2.67	0.26	1.63	0.33	0	7.09	1.19	1.67	2.86	5.34	0.37	0.41	0	1.45	2.26	0.04	0.52	1.30	0.04	0.85	0.04	0.04	1.45	0.22	0.45	0.07	0.22	0.33	0	0.07	0.52	0.19	0.07	0.04	0.11	0.33	0.11	0.22	0.26	
HOC-EX	3924	4.61	220	0	0	0.38	2.55	0.20	0.25	5.45	0.56	0.18	0.36	0.10	2.04	0.38	0.03	0.61	0.33	1.30	1.04	0.03	7.80	0.38	0.66	0.18	3.08	0.03	0.33	0.03	1.33	0.18	7.59	0.05	1.22	19.37	2.65	0.05	0	0.94	9.12	1.71	0.23	0.74	0.46	1.04	0.94	0.03	1.35	0.25	3.47	0.31	0.38	0	0.31	0.18	0.38	0.33	3.03	0.13	1.50	0.20	0.08	6.93	1.02	2.12	2.80	6.83	0.28	0.71	0	1.17	2.42	0.18	0.41	1.48	0.03	0.43	0.03	0.08	1.86	0.28	0.43	0.15	0.05	0.69	0.10	0.05	0.48	0.28	0.18	0.03	0.10	0.20	0.15	0.33	0.46	
HOC-EY	272	4.55	162	0	0	0.37	3.31	0	0	4.78	1.10	0.37	0	0	2.21	0	0	0	0	0	1.47	0	9.93	0	0.74	0	0.37	0	0	0	1.84	0	11.76	0	0.37	24.26	2.57	0	0	1.47	9.93	0	0	0.74	0.74	1.10	0.37	0	1.10	0.37	2.21	0.37	0	0	0	0	0.74	0.37	1.47	0.37	5.88	0.37	0	4.04	2.21	1.10	2.21	6.25	0	1.10	0	0.37	4.04	0	0	0.74	0	1.10	0	0.37	1.47	0.37	0	0	0	0.37	0	0	0	0	0	0	0	0.74	0	0	0.37	
HOC-EZ	1748	4.56	228	0	0.06	0.23	3.09	0.51	0.51	5.38	1.03	0.17	0.63	0.11	1.89	1.09	0.17	0.57	0.29	0.86	0.74	0.06	9.38	0.29	0.40	0.51	3.32	0.11	0.74	0	1.37	0.06	6.69	0	0.34	22.25	1.95	0.11	0	0.46	9.55	1.66	0.46	1.03	0.51	0.63	2.00	0	1.20	0.29	2.92	0.29	0.17	0.06	0.06	0.17	0.29	0.51	1.95	0.06	1.43	0.23	0.11	6.46	0.57	2.40	2.12	6.98	0.23	0.34	0	1.14	2.06	0	0.57	0.74	0.17	0.69	0	0.11	1.54	0.29	0.29	0.06	0	0.29	0	0.11	0.29	0.23	0	0.06	0.11	0.17	0.17	0.46	0.23	
HOC-FA	2368	4.42	222	0	0	0.21	2.74	0.13	0.13	5.95	0.42	0.21	0.34	0	1.65	0.72	0.08	0.30	0.25	0.46	0.59	0.08	10.47	0.46	0.68	0.17	2.70	0.04	0.17	0	1.82	0.04	7.18	0	0.25	21.54	2.24	0.25	0	0.42	9.71	0.72	0.34	0.97	0.38	1.14	1.69	0	0.97	0.51	3.89	0.17	0.13	0	0.17	0.17	0.59	1.22	2.03	0.25	3.21	0.08	0.04	5.41	1.69	1.22	1.94	6.46	0.13	0.80	0	1.10	2.58	0.04	1.27	0.46	0.04	1.27	0.04	0.17	1.48	0.08	0.68	0	0.08	0.80	0.13	0.13	0.80	0.21	0.13	0.08	0	0.51	0	0.08	0.25	
HOC-FB	2655	4.28	205	0	0	0.08	2.45	0.08	0.08	5.95	0.64	0.41	0.53	0.08	2.18	0.41	0.04	0	0.19	1.88	1.02	0.04	6.97	0.41	0.87	0.30	7.31	0	0.23	0.04	1.17	0.04	5.12	0	0.45	17.66	1.32	0.15	0	1.21	10.43	1.32	0.26	1.05	0.11	1.32	0.90	0	1.77	0.38	3.95	0.15	0.15	0	0.19	0.08	0.75	0.53	1.96	0.11	1.09	0.23	0	5.50	2.30	2.11	3.47	7.42	0.04	1.24	0	1.17	2.26	0.26	0.87	0.75	0	1.58	0	0.15	2.82	0.26	0.34	0	0.19	0.49	0.04	0.15	0.30	0.45	0.11	0	0.08	0.19	0.08	0.26	0.08	
HOC-FC	7154	4.51	225	0	0	0.14	3.40	0.15	0.15	5.66	0.39	0.31	0.57	0.06	2.28	0.27	0.07	0.46	0.27	1.71	0.96	0.07	7.24	0.32	0.89	0.29	4.92	0.03	0.28	0.04	1.26	0.08	6.22	0	1.27	19.04	2.12	0.13	0.03	1.29	9.81	1.24	0.25	0.66	0.41	1.08	1.44	0.03	1.55	0.14	3.75	0.15	0.22	0.01	0.14	0.11	0.67	0.67	2.11	0.15	1.65	0.27	0.06	7.03	1.13	1.61	2.43	6.44	0.24	0.98	0.01	1.31	2.19	0.07	0.64	1.17	0.01	0.63	0.10	0.07	2.25	0.13	0.42	0.03	0.06	0.70	0.01	0.25	0.39	0.41	0.14	0.06	0.15	0.31	0.11	0.28	0.15	
